Depth;Value;Metodo
6640.0;0.5803681;filter length
6640.5;0.58154;filter length
6641.0;0.5827254;filter length
6641.5;0.5839919;filter length
6642.0;0.58539313;filter length
6642.5;0.5869811;filter length
6643.0;0.5887516;filter length
6643.5;0.59066576;filter length
6644.0;0.5927053;filter length
6644.5;0.59486324;filter length
6645.0;0.59714687;filter length
6645.5;0.5995816;filter length
6646.0;0.60217685;filter length
6646.5;0.604902;filter length
6647.0;0.6077163;filter length
6647.5;0.61056757;filter length
6648.0;0.6133991;filter length
6648.5;0.61616164;filter length
6649.0;0.61880535;filter length
6649.5;0.62129706;filter length
6650.0;0.6235868;filter length
6650.5;0.62566465;filter length
6651.0;0.62750995;filter length
6651.5;0.6290876;filter length
6652.0;0.63037676;filter length
6652.5;0.63138;filter length
6653.0;0.63211316;filter length
6653.5;0.63257635;filter length
6654.0;0.6327873;filter length
6654.5;0.6327962;filter length
6655.0;0.6326606;filter length
6655.5;0.6324246;filter length
6656.0;0.63212603;filter length
6656.5;0.6318099;filter length
6657.0;0.6314998;filter length
6657.5;0.6312182;filter length
6658.0;0.6309581;filter length
6658.5;0.63071394;filter length
6659.0;0.6304885;filter length
6659.5;0.63033766;filter length
6660.0;0.6302805;filter length
6660.5;0.63029015;filter length
6661.0;0.6303025;filter length
6661.5;0.63026136;filter length
6662.0;0.630172;filter length
6662.5;0.63003665;filter length
6663.0;0.6298297;filter length
6663.5;0.62953365;filter length
6664.0;0.62914294;filter length
6664.5;0.62865645;filter length
6665.0;0.628084;filter length
6665.5;0.6274288;filter length
6666.0;0.62669086;filter length
6666.5;0.62586635;filter length
6667.0;0.6249589;filter length
6667.5;0.623982;filter length
6668.0;0.6229527;filter length
6668.5;0.6218446;filter length
6669.0;0.6206111;filter length
6669.5;0.6192414;filter length
6670.0;0.6177577;filter length
6670.5;0.6161944;filter length
6671.0;0.6145796;filter length
6671.5;0.6129185;filter length
6672.0;0.61118287;filter length
6672.5;0.609342;filter length
6673.0;0.607378;filter length
6673.5;0.6052828;filter length
6674.0;0.6030758;filter length
6674.5;0.6007435;filter length
6675.0;0.5982394;filter length
6675.5;0.59549266;filter length
6676.0;0.592436;filter length
6676.5;0.589016;filter length
6677.0;0.58524096;filter length
6677.5;0.5811665;filter length
6678.0;0.5768305;filter length
6678.5;0.5722666;filter length
6679.0;0.56752324;filter length
6679.5;0.5626437;filter length
6680.0;0.55769396;filter length
6680.5;0.5527244;filter length
6681.0;0.5478163;filter length
6681.5;0.5430467;filter length
6682.0;0.5384649;filter length
6682.5;0.5340658;filter length
6683.0;0.5298287;filter length
6683.5;0.5257558;filter length
6684.0;0.5218701;filter length
6684.5;0.51814836;filter length
6685.0;0.5145083;filter length
6685.5;0.5108856;filter length
6686.0;0.5072696;filter length
6686.5;0.5037208;filter length
6687.0;0.5002309;filter length
6687.5;0.496777;filter length
6688.0;0.49331936;filter length
6688.5;0.48985082;filter length
6689.0;0.48633698;filter length
6689.5;0.48271328;filter length
6690.0;0.47884595;filter length
6690.5;0.47477123;filter length
6691.0;0.47061038;filter length
6691.5;0.46655697;filter length
6692.0;0.4626386;filter length
6692.5;0.4588044;filter length
6693.0;0.45506948;filter length
6693.5;0.45144266;filter length
6694.0;0.44792157;filter length
6694.5;0.44451;filter length
6695.0;0.44121075;filter length
6695.5;0.43803686;filter length
6696.0;0.43500638;filter length
6696.5;0.43211976;filter length
6697.0;0.42939726;filter length
6697.5;0.42683005;filter length
6698.0;0.42441356;filter length
6698.5;0.42213935;filter length
6699.0;0.4201146;filter length
6699.5;0.41836938;filter length
6700.0;0.41689345;filter length
6700.5;0.4156833;filter length
6701.0;0.41472068;filter length
6701.5;0.41396895;filter length
6702.0;0.41338095;filter length
6702.5;0.41293857;filter length
6703.0;0.41263023;filter length
6703.5;0.41246542;filter length
6704.0;0.41244978;filter length
6704.5;0.4125765;filter length
6705.0;0.41284958;filter length
6705.5;0.41328615;filter length
6706.0;0.4139158;filter length
6706.5;0.41477597;filter length
6707.0;0.41589686;filter length
6707.5;0.41729936;filter length
6708.0;0.41897765;filter length
6708.5;0.42093918;filter length
6709.0;0.42315823;filter length
6709.5;0.42560714;filter length
6710.0;0.4282362;filter length
6710.5;0.43098122;filter length
6711.0;0.43376467;filter length
6711.5;0.43646094;filter length
6712.0;0.43899703;filter length
6712.5;0.44138688;filter length
6713.0;0.44365284;filter length
6713.5;0.44582564;filter length
6714.0;0.44788375;filter length
6714.5;0.4498573;filter length
6715.0;0.45175272;filter length
6715.5;0.45360637;filter length
6716.0;0.4554112;filter length
6716.5;0.45713982;filter length
6717.0;0.45876566;filter length
6717.5;0.46028617;filter length
6718.0;0.46174887;filter length
6718.5;0.46323922;filter length
6719.0;0.46484146;filter length
6719.5;0.46663404;filter length
6720.0;0.46869066;filter length
6720.5;0.4710288;filter length
6721.0;0.47358826;filter length
6721.5;0.47626328;filter length
6722.0;0.4789788;filter length
6722.5;0.48174286;filter length
6723.0;0.48456097;filter length
6723.5;0.48745787;filter length
6724.0;0.4904481;filter length
6724.5;0.49354902;filter length
6725.0;0.49678206;filter length
6725.5;0.5001442;filter length
6726.0;0.50361854;filter length
6726.5;0.5071975;filter length
6727.0;0.5108742;filter length
6727.5;0.5146089;filter length
6728.0;0.5183616;filter length
6728.5;0.5221094;filter length
6729.0;0.52582157;filter length
6729.5;0.5294387;filter length
6730.0;0.53291;filter length
6730.5;0.53618956;filter length
6731.0;0.539252;filter length
6731.5;0.54211664;filter length
6732.0;0.5448527;filter length
6732.5;0.5475146;filter length
6733.0;0.5501725;filter length
6733.5;0.5528186;filter length
6734.0;0.55544543;filter length
6734.5;0.5580186;filter length
6735.0;0.56052727;filter length
6735.5;0.56296265;filter length
6736.0;0.5653115;filter length
6736.5;0.5675575;filter length
6737.0;0.5696739;filter length
6737.5;0.5716209;filter length
6738.0;0.57337326;filter length
6738.5;0.5748883;filter length
6739.0;0.5761611;filter length
6739.5;0.57721573;filter length
6740.0;0.57807696;filter length
6740.5;0.57879704;filter length
6741.0;0.57942307;filter length
6741.5;0.5800109;filter length
6742.0;0.58060145;filter length
6742.5;0.5812079;filter length
6743.0;0.58181185;filter length
6743.5;0.58236617;filter length
6744.0;0.5828119;filter length
6744.5;0.58313113;filter length
6745.0;0.58334905;filter length
6745.5;0.5835081;filter length
6746.0;0.583651;filter length
6746.5;0.58382773;filter length
6747.0;0.5840751;filter length
6747.5;0.58441436;filter length
6748.0;0.5848708;filter length
6748.5;0.58544594;filter length
6749.0;0.5861275;filter length
6749.5;0.58689976;filter length
6750.0;0.58772975;filter length
6750.5;0.5885869;filter length
6751.0;0.58947796;filter length
6751.5;0.590425;filter length
6752.0;0.5914686;filter length
6752.5;0.5926121;filter length
6753.0;0.59385586;filter length
6753.5;0.59516007;filter length
6754.0;0.596461;filter length
6754.5;0.5977137;filter length
6755.0;0.59885687;filter length
6755.5;0.5998313;filter length
6756.0;0.6006321;filter length
6756.5;0.60128284;filter length
6757.0;0.60180825;filter length
6757.5;0.6022297;filter length
6758.0;0.6025884;filter length
6758.5;0.60293067;filter length
6759.0;0.6032572;filter length
6759.5;0.6035551;filter length
6760.0;0.603811;filter length
6760.5;0.6040277;filter length
6761.0;0.6042455;filter length
6761.5;0.60448664;filter length
6762.0;0.6047362;filter length
6762.5;0.6049105;filter length
6763.0;0.60497063;filter length
6763.5;0.6048985;filter length
6764.0;0.604701;filter length
6764.5;0.60442233;filter length
6765.0;0.6040987;filter length
6765.5;0.60377175;filter length
6766.0;0.60347885;filter length
6766.5;0.60326153;filter length
6767.0;0.6031566;filter length
6767.5;0.6031827;filter length
6768.0;0.603346;filter length
6768.5;0.60366946;filter length
6769.0;0.604144;filter length
6769.5;0.6047436;filter length
6770.0;0.6054548;filter length
6770.5;0.6062666;filter length
6771.0;0.60715955;filter length
6771.5;0.60809106;filter length
6772.0;0.60903233;filter length
6772.5;0.60993475;filter length
6773.0;0.6107941;filter length
6773.5;0.6116266;filter length
6774.0;0.61254865;filter length
6774.5;0.6136232;filter length
6775.0;0.61486;filter length
6775.5;0.6162096;filter length
6776.0;0.61761534;filter length
6776.5;0.6190146;filter length
6777.0;0.62038386;filter length
6777.5;0.62173134;filter length
6778.0;0.62305164;filter length
6778.5;0.6242914;filter length
6779.0;0.62539047;filter length
6779.5;0.6262942;filter length
6780.0;0.6269985;filter length
6780.5;0.62753385;filter length
6781.0;0.627895;filter length
6781.5;0.6280652;filter length
6782.0;0.6280241;filter length
6782.5;0.62776184;filter length
6783.0;0.62726545;filter length
6783.5;0.62652105;filter length
6784.0;0.62558395;filter length
6784.5;0.62451816;filter length
6785.0;0.6233639;filter length
6785.5;0.62217414;filter length
6786.0;0.62095827;filter length
6786.5;0.6196958;filter length
6787.0;0.6183256;filter length
6787.5;0.61682695;filter length
6788.0;0.6151708;filter length
6788.5;0.61334443;filter length
6789.0;0.61134416;filter length
6789.5;0.6092099;filter length
6790.0;0.60700023;filter length
6790.5;0.6048189;filter length
6791.0;0.60268366;filter length
6791.5;0.6005844;filter length
6792.0;0.5985047;filter length
6792.5;0.596455;filter length
6793.0;0.5944647;filter length
6793.5;0.59253156;filter length
6794.0;0.5906485;filter length
6794.5;0.58880514;filter length
6795.0;0.586988;filter length
6795.5;0.58518267;filter length
6796.0;0.5833634;filter length
6796.5;0.58150226;filter length
6797.0;0.5795662;filter length
6797.5;0.57753575;filter length
6798.0;0.57540953;filter length
6798.5;0.57317835;filter length
6799.0;0.57084304;filter length
6799.5;0.5684257;filter length
6800.0;0.5659292;filter length
6800.5;0.56333333;filter length
6801.0;0.56061333;filter length
6801.5;0.5578036;filter length
6802.0;0.554971;filter length
6802.5;0.5521889;filter length
6803.0;0.54949147;filter length
6803.5;0.54688025;filter length
6804.0;0.5443166;filter length
6804.5;0.54175353;filter length
6805.0;0.5391823;filter length
6805.5;0.53663754;filter length
6806.0;0.5341961;filter length
6806.5;0.5318969;filter length
6807.0;0.5297533;filter length
6807.5;0.5277378;filter length
6808.0;0.5258181;filter length
6808.5;0.52393246;filter length
6809.0;0.52207065;filter length
6809.5;0.5202299;filter length
6810.0;0.5184202;filter length
6810.5;0.51663905;filter length
6811.0;0.51490027;filter length
6811.5;0.51327556;filter length
6812.0;0.5117986;filter length
6812.5;0.5104972;filter length
6813.0;0.5093928;filter length
6813.5;0.5085291;filter length
6814.0;0.50792944;filter length
6814.5;0.50758034;filter length
6815.0;0.50747794;filter length
6815.5;0.50760996;filter length
6816.0;0.50795776;filter length
6816.5;0.5085024;filter length
6817.0;0.5092293;filter length
6817.5;0.51013184;filter length
6818.0;0.51118404;filter length
6818.5;0.51236147;filter length
6819.0;0.51362973;filter length
6819.5;0.5149495;filter length
6820.0;0.51627153;filter length
6820.5;0.517539;filter length
6821.0;0.51870143;filter length
6821.5;0.51974946;filter length
6822.0;0.52068114;filter length
6822.5;0.5214914;filter length
6823.0;0.5221625;filter length
6823.5;0.5227114;filter length
6824.0;0.52315444;filter length
6824.5;0.5235027;filter length
6825.0;0.52374;filter length
6825.5;0.52386916;filter length
6826.0;0.52389455;filter length
6826.5;0.5238312;filter length
6827.0;0.52369034;filter length
6827.5;0.5234772;filter length
6828.0;0.5231878;filter length
6828.5;0.5228166;filter length
6829.0;0.5223521;filter length
6829.5;0.5217883;filter length
6830.0;0.52112305;filter length
6830.5;0.5203814;filter length
6831.0;0.5196165;filter length
6831.5;0.51885265;filter length
6832.0;0.5180598;filter length
6832.5;0.51719624;filter length
6833.0;0.51625377;filter length
6833.5;0.5152623;filter length
6834.0;0.51426154;filter length
6834.5;0.51327616;filter length
6835.0;0.5123045;filter length
6835.5;0.51133615;filter length
6836.0;0.51030004;filter length
6836.5;0.50914615;filter length
6837.0;0.50788206;filter length
6837.5;0.5065302;filter length
6838.0;0.5050928;filter length
6838.5;0.5036069;filter length
6839.0;0.5020988;filter length
6839.5;0.50062346;filter length
6840.0;0.49920338;filter length
6840.5;0.49782747;filter length
6841.0;0.49646485;filter length
6841.5;0.49505523;filter length
6842.0;0.49351758;filter length
6842.5;0.49176538;filter length
6843.0;0.48972762;filter length
6843.5;0.48737067;filter length
6844.0;0.4846711;filter length
6844.5;0.48159835;filter length
6845.0;0.47814348;filter length
6845.5;0.47430214;filter length
6846.0;0.4700753;filter length
6846.5;0.46550438;filter length
6847.0;0.46065143;filter length
6847.5;0.4555703;filter length
6848.0;0.45030102;filter length
6848.5;0.4449148;filter length
6849.0;0.43947124;filter length
6849.5;0.43404698;filter length
6850.0;0.42869446;filter length
6850.5;0.4234399;filter length
6851.0;0.41832823;filter length
6851.5;0.4133662;filter length
6852.0;0.4085474;filter length
6852.5;0.40386352;filter length
6853.0;0.39931253;filter length
6853.5;0.39490134;filter length
6854.0;0.3906249;filter length
6854.5;0.38647515;filter length
6855.0;0.3824523;filter length
6855.5;0.37855867;filter length
6856.0;0.3747904;filter length
6856.5;0.37114257;filter length
6857.0;0.36761624;filter length
6857.5;0.36421812;filter length
6858.0;0.36095428;filter length
6858.5;0.35782734;filter length
6859.0;0.35484597;filter length
6859.5;0.35202414;filter length
6860.0;0.34937203;filter length
6860.5;0.34688514;filter length
6861.0;0.34454212;filter length
6861.5;0.34231925;filter length
6862.0;0.34020886;filter length
6862.5;0.33821988;filter length
6863.0;0.33633956;filter length
6863.5;0.33452103;filter length
6864.0;0.33267346;filter length
6864.5;0.33073038;filter length
6865.0;0.3286674;filter length
6865.5;0.32648358;filter length
6866.0;0.32417238;filter length
6866.5;0.32172406;filter length
6867.0;0.3191659;filter length
6867.5;0.31649685;filter length
6868.0;0.3137525;filter length
6868.5;0.31089747;filter length
6869.0;0.307902;filter length
6869.5;0.30471656;filter length
6870.0;0.30131608;filter length
6870.5;0.29768342;filter length
6871.0;0.29384285;filter length
6871.5;0.28980756;filter length
6872.0;0.28566027;filter length
6872.5;0.281485;filter length
6873.0;0.2774069;filter length
6873.5;0.27349013;filter length
6874.0;0.26975673;filter length
6874.5;0.26621714;filter length
6875.0;0.26289693;filter length
6875.5;0.2597911;filter length
6876.0;0.25690305;filter length
6876.5;0.25422224;filter length
6877.0;0.2517302;filter length
6877.5;0.24940367;filter length
6878.0;0.24723734;filter length
6878.5;0.24521403;filter length
6879.0;0.24331294;filter length
6879.5;0.24150237;filter length
6880.0;0.23974569;filter length
6880.5;0.23802008;filter length
6881.0;0.23630604;filter length
6881.5;0.23456629;filter length
6882.0;0.23282416;filter length
6882.5;0.23109418;filter length
6883.0;0.22941685;filter length
6883.5;0.22779158;filter length
6884.0;0.22618963;filter length
6884.5;0.22462283;filter length
6885.0;0.22308074;filter length
6885.5;0.22156636;filter length
6886.0;0.22006321;filter length
6886.5;0.21858776;filter length
6887.0;0.21713234;filter length
6887.5;0.21569154;filter length
6888.0;0.21425168;filter length
6888.5;0.21282856;filter length
6889.0;0.21143527;filter length
6889.5;0.21006405;filter length
6890.0;0.20868528;filter length
6890.5;0.20727947;filter length
6891.0;0.20584965;filter length
6891.5;0.20439844;filter length
6892.0;0.20293298;filter length
6892.5;0.20144796;filter length
6893.0;0.19993798;filter length
6893.5;0.1984075;filter length
6894.0;0.19689736;filter length
6894.5;0.19544083;filter length
6895.0;0.19406419;filter length
6895.5;0.19276363;filter length
6896.0;0.19153257;filter length
6896.5;0.19038194;filter length
6897.0;0.1892767;filter length
6897.5;0.18813863;filter length
6898.0;0.18690237;filter length
6898.5;0.18554176;filter length
6899.0;0.18417713;filter length
6899.5;0.18287197;filter length
6900.0;0.18167983;filter length
6900.5;0.18061985;filter length
6901.0;0.17969914;filter length
6901.5;0.17893346;filter length
6902.0;0.17829897;filter length
6902.5;0.17776264;filter length
6903.0;0.1772649;filter length
6903.5;0.17677343;filter length
6904.0;0.17626199;filter length
6904.5;0.17573637;filter length
6905.0;0.17519867;filter length
6905.5;0.1746643;filter length
6906.0;0.1741386;filter length
6906.5;0.17361242;filter length
6907.0;0.17306659;filter length
6907.5;0.1724983;filter length
6908.0;0.1718877;filter length
6908.5;0.17122409;filter length
6909.0;0.1704838;filter length
6909.5;0.16966118;filter length
6910.0;0.16875397;filter length
6910.5;0.16776767;filter length
6911.0;0.16670989;filter length
6911.5;0.1655956;filter length
6912.0;0.16442253;filter length
6912.5;0.16318113;filter length
6913.0;0.16185167;filter length
6913.5;0.16042456;filter length
6914.0;0.15890166;filter length
6914.5;0.15728255;filter length
6915.0;0.1555702;filter length
6915.5;0.15377514;filter length
6916.0;0.15191533;filter length
6916.5;0.1499922;filter length
6917.0;0.1479878;filter length
6917.5;0.14590131;filter length
6918.0;0.14372548;filter length
6918.5;0.1414639;filter length
6919.0;0.13910654;filter length
6919.5;0.13666342;filter length
6920.0;0.1341579;filter length
6920.5;0.1316283;filter length
6921.0;0.12907931;filter length
6921.5;0.12652029;filter length
6922.0;0.12394023;filter length
6922.5;0.121340096;filter length
6923.0;0.11872737;filter length
6923.5;0.11611562;filter length
6924.0;0.11351556;filter length
6924.5;0.110926926;filter length
6925.0;0.10834239;filter length
6925.5;0.10573965;filter length
6926.0;0.103135884;filter length
6926.5;0.10055407;filter length
6927.0;0.098025784;filter length
6927.5;0.095598586;filter length
6928.0;0.09332223;filter length
6928.5;0.09122402;filter length
6929.0;0.089279965;filter length
6929.5;0.087453365;filter length
6930.0;0.08573659;filter length
6930.5;0.08413304;filter length
6931.0;0.08263839;filter length
6931.5;0.081230626;filter length
6932.0;0.079894535;filter length
6932.5;0.07864384;filter length
6933.0;0.07748899;filter length
6933.5;0.07642815;filter length
6934.0;0.07545322;filter length
6934.5;0.07455994;filter length
6935.0;0.07373363;filter length
6935.5;0.07295494;filter length
6936.0;0.07221709;filter length
6936.5;0.07152776;filter length
6937.0;0.070898145;filter length
6937.5;0.07033803;filter length
6938.0;0.069854334;filter length
6938.5;0.06946836;filter length
6939.0;0.069207616;filter length
6939.5;0.069108255;filter length
6940.0;0.0692096;filter length
6940.5;0.06953869;filter length
6941.0;0.070109494;filter length
6941.5;0.07091671;filter length
6942.0;0.07195061;filter length
6942.5;0.07319058;filter length
6943.0;0.074634776;filter length
6943.5;0.07628986;filter length
6944.0;0.07816775;filter length
6944.5;0.080296695;filter length
6945.0;0.0826957;filter length
6945.5;0.08536083;filter length
6946.0;0.088299155;filter length
6946.5;0.091515586;filter length
6947.0;0.09501758;filter length
6947.5;0.09881277;filter length
6948.0;0.102909856;filter length
6948.5;0.10732011;filter length
6949.0;0.11203276;filter length
6949.5;0.11701643;filter length
6950.0;0.1222418;filter length
6950.5;0.12768048;filter length
6951.0;0.13331738;filter length
6951.5;0.13912024;filter length
6952.0;0.14504434;filter length
6952.5;0.15104018;filter length
6953.0;0.15706731;filter length
6953.5;0.16310142;filter length
6954.0;0.16913356;filter length
6954.5;0.17516118;filter length
6955.0;0.18119462;filter length
6955.5;0.18726145;filter length
6956.0;0.19336091;filter length
6956.5;0.19947885;filter length
6957.0;0.20559733;filter length
6957.5;0.21170762;filter length
6958.0;0.2177984;filter length
6958.5;0.22386646;filter length
6959.0;0.22992843;filter length
6959.5;0.23597392;filter length
6960.0;0.24197684;filter length
6960.5;0.24788533;filter length
6961.0;0.2536872;filter length
6961.5;0.25939125;filter length
6962.0;0.26501793;filter length
6962.5;0.2705703;filter length
6963.0;0.27602628;filter length
6963.5;0.28138682;filter length
6964.0;0.28666717;filter length
6964.5;0.29186666;filter length
6965.0;0.29698366;filter length
6965.5;0.30202764;filter length
6966.0;0.30702013;filter length
6966.5;0.3119598;filter length
6967.0;0.316833;filter length
6967.5;0.32163104;filter length
6968.0;0.32634625;filter length
6968.5;0.33096388;filter length
6969.0;0.3354427;filter length
6969.5;0.33973506;filter length
6970.0;0.34379268;filter length
6970.5;0.3475798;filter length
6971.0;0.35109216;filter length
6971.5;0.3543597;filter length
6972.0;0.35740408;filter length
6972.5;0.3602648;filter length
6973.0;0.36296076;filter length
6973.5;0.365512;filter length
6974.0;0.36791414;filter length
6974.5;0.37015048;filter length
6975.0;0.37216884;filter length
6975.5;0.37393767;filter length
6976.0;0.37541935;filter length
6976.5;0.37656346;filter length
6977.0;0.3773107;filter length
6977.5;0.37760273;filter length
6978.0;0.37740737;filter length
6978.5;0.3767081;filter length
6979.0;0.3755062;filter length
6979.5;0.3738072;filter length
6980.0;0.37166125;filter length
6980.5;0.36911404;filter length
6981.0;0.36617664;filter length
6981.5;0.3629073;filter length
6982.0;0.35936755;filter length
6982.5;0.35566884;filter length
6983.0;0.3519262;filter length
6983.5;0.34819832;filter length
6984.0;0.34450027;filter length
6984.5;0.34080222;filter length
6985.0;0.33708942;filter length
6985.5;0.33335274;filter length
6986.0;0.32960367;filter length
6986.5;0.32584772;filter length
6987.0;0.3220981;filter length
6987.5;0.31837;filter length
6988.0;0.31467548;filter length
6988.5;0.31101316;filter length
6989.0;0.30736554;filter length
6989.5;0.30371895;filter length
6990.0;0.30007783;filter length
6990.5;0.29645756;filter length
6991.0;0.2928647;filter length
6991.5;0.28929985;filter length
6992.0;0.28575817;filter length
6992.5;0.28224555;filter length
6993.0;0.27877814;filter length
6993.5;0.27536786;filter length
6994.0;0.27200794;filter length
6994.5;0.26868898;filter length
6995.0;0.26540288;filter length
6995.5;0.26215547;filter length
6996.0;0.25894555;filter length
6996.5;0.25577164;filter length
6997.0;0.25264516;filter length
6997.5;0.24958119;filter length
6998.0;0.24660128;filter length
6998.5;0.24373056;filter length
6999.0;0.24097522;filter length
6999.5;0.23836128;filter length
7000.0;0.23588805;filter length
7000.5;0.23353219;filter length
7001.0;0.23122658;filter length
7001.5;0.22889806;filter length
7002.0;0.22651385;filter length
7002.5;0.2240382;filter length
7003.0;0.22147836;filter length
7003.5;0.21886015;filter length
7004.0;0.2162327;filter length
7004.5;0.21361755;filter length
7005.0;0.21102615;filter length
7005.5;0.20842913;filter length
7006.0;0.20579639;filter length
7006.5;0.20313258;filter length
7007.0;0.20049554;filter length
7007.5;0.19799168;filter length
7008.0;0.19569181;filter length
7008.5;0.19363514;filter length
7009.0;0.19182178;filter length
7009.5;0.19026119;filter length
7010.0;0.18895799;filter length
7010.5;0.18790323;filter length
7011.0;0.187098;filter length
7011.5;0.18654428;filter length
7012.0;0.18624169;filter length
7012.5;0.18621512;filter length
7013.0;0.18646097;filter length
7013.5;0.18694656;filter length
7014.0;0.18764025;filter length
7014.5;0.18853524;filter length
7015.0;0.18961701;filter length
7015.5;0.19083808;filter length
7016.0;0.19213417;filter length
7016.5;0.19345671;filter length
7017.0;0.19479313;filter length
7017.5;0.19612432;filter length
7018.0;0.19743752;filter length
7018.5;0.19870941;filter length
7019.0;0.19995797;filter length
7019.5;0.20120859;filter length
7020.0;0.20248781;filter length
7020.5;0.20379739;filter length
7021.0;0.20516023;filter length
7021.5;0.20659484;filter length
7022.0;0.20809737;filter length
7022.5;0.20965692;filter length
7023.0;0.21123306;filter length
7023.5;0.21279532;filter length
7024.0;0.21433261;filter length
7024.5;0.21584505;filter length
7025.0;0.21734504;filter length
7025.5;0.21883179;filter length
7026.0;0.22029002;filter length
7026.5;0.22171524;filter length
7027.0;0.22309189;filter length
7027.5;0.22440697;filter length
7028.0;0.22562186;filter length
7028.5;0.22670515;filter length
7029.0;0.22764449;filter length
7029.5;0.22847371;filter length
7030.0;0.22920042;filter length
7030.5;0.22985628;filter length
7031.0;0.23047815;filter length
7031.5;0.23111786;filter length
7032.0;0.23180723;filter length
7032.5;0.23255551;filter length
7033.0;0.23335129;filter length
7033.5;0.23412734;filter length
7034.0;0.23473251;filter length
7034.5;0.23510477;filter length
7035.0;0.23520961;filter length
7035.5;0.23510626;filter length
7036.0;0.23492819;filter length
7036.5;0.23481108;filter length
7037.0;0.23481345;filter length
7037.5;0.23494542;filter length
7038.0;0.23519023;filter length
7038.5;0.23554449;filter length
7039.0;0.2359999;filter length
7039.5;0.23655877;filter length
7040.0;0.23719707;filter length
7040.5;0.23789062;filter length
7041.0;0.23861912;filter length
7041.5;0.2393775;filter length
7042.0;0.2401451;filter length
7042.5;0.24082601;filter length
7043.0;0.2412739;filter length
7043.5;0.24138993;filter length
7044.0;0.24113952;filter length
7044.5;0.24055623;filter length
7045.0;0.23967065;filter length
7045.5;0.23857114;filter length
7046.0;0.23736936;filter length
7046.5;0.23616637;filter length
7047.0;0.2349803;filter length
7047.5;0.2338335;filter length
7048.0;0.23274836;filter length
7048.5;0.2317627;filter length
7049.0;0.23089366;filter length
7049.5;0.23014112;filter length
7050.0;0.22949983;filter length
7050.5;0.22896835;filter length
7051.0;0.22853066;filter length
7051.5;0.22817755;filter length
7052.0;0.22789289;filter length
7052.5;0.22765993;filter length
7053.0;0.22745062;filter length
7053.5;0.22727674;filter length
7054.0;0.22715962;filter length
7054.5;0.22712766;filter length
7055.0;0.2271751;filter length
7055.5;0.2273045;filter length
7056.0;0.22751698;filter length
7056.5;0.2278021;filter length
7057.0;0.22815488;filter length
7057.5;0.22858189;filter length
7058.0;0.2291038;filter length
7058.5;0.22976752;filter length
7059.0;0.23059297;filter length
7059.5;0.23158012;filter length
7060.0;0.23272042;filter length
7060.5;0.23400962;filter length
7061.0;0.23542345;filter length
7061.5;0.23693728;filter length
7062.0;0.23853286;filter length
7062.5;0.24020466;filter length
7063.0;0.24195504;filter length
7063.5;0.24381292;filter length
7064.0;0.24584278;filter length
7064.5;0.24810116;filter length
7065.0;0.2506025;filter length
7065.5;0.25331375;filter length
7066.0;0.25615975;filter length
7066.5;0.25904796;filter length
7067.0;0.26189741;filter length
7067.5;0.26465186;filter length
7068.0;0.26727015;filter length
7068.5;0.26971194;filter length
7069.0;0.27196428;filter length
7069.5;0.27404323;filter length
7070.0;0.2759343;filter length
7070.5;0.27764723;filter length
7071.0;0.2791955;filter length
7071.5;0.28054285;filter length
7072.0;0.2816456;filter length
7072.5;0.28250888;filter length
7073.0;0.28320172;filter length
7073.5;0.28380278;filter length
7074.0;0.28442642;filter length
7074.5;0.2851042;filter length
7075.0;0.28581765;filter length
7075.5;0.28654504;filter length
7076.0;0.28722104;filter length
7076.5;0.28780568;filter length
7077.0;0.28830573;filter length
7077.5;0.28874004;filter length
7078.0;0.2891142;filter length
7078.5;0.28946266;filter length
7079.0;0.28980675;filter length
7079.5;0.2901479;filter length
7080.0;0.2904393;filter length
7080.5;0.29063535;filter length
7081.0;0.29064682;filter length
7081.5;0.29043132;filter length
7082.0;0.28994587;filter length
7082.5;0.28922883;filter length
7083.0;0.28840524;filter length
7083.5;0.28759387;filter length
7084.0;0.2868631;filter length
7084.5;0.2861837;filter length
7085.0;0.2855254;filter length
7085.5;0.2848387;filter length
7086.0;0.28411996;filter length
7086.5;0.28338438;filter length
7087.0;0.28264934;filter length
7087.5;0.28192377;filter length
7088.0;0.28118473;filter length
7088.5;0.28039616;filter length
7089.0;0.27949557;filter length
7089.5;0.2784714;filter length
7090.0;0.2773345;filter length
7090.5;0.27607462;filter length
7091.0;0.27475163;filter length
7091.5;0.2734739;filter length
7092.0;0.27231044;filter length
7092.5;0.27130622;filter length
7093.0;0.27047074;filter length
7093.5;0.26978076;filter length
7094.0;0.26919493;filter length
7094.5;0.26866585;filter length
7095.0;0.268162;filter length
7095.5;0.2676944;filter length
7096.0;0.26728436;filter length
7096.5;0.26694965;filter length
7097.0;0.2666907;filter length
7097.5;0.266517;filter length
7098.0;0.2664259;filter length
7098.5;0.2664173;filter length
7099.0;0.26649117;filter length
7099.5;0.26665142;filter length
7100.0;0.2669069;filter length
7100.5;0.26726446;filter length
7101.0;0.2677359;filter length
7101.5;0.26833192;filter length
7102.0;0.26907313;filter length
7102.5;0.2699747;filter length
7103.0;0.27105248;filter length
7103.5;0.2722768;filter length
7104.0;0.27357325;filter length
7104.5;0.274871;filter length
7105.0;0.27617687;filter length
7105.5;0.27750546;filter length
7106.0;0.27889118;filter length
7106.5;0.28034583;filter length
7107.0;0.28185213;filter length
